f,Source,Site Name,Address,City,Zip,ZipTxt,Hours of Operation,HoursJSON,Google Calendar JSON,Website,Phone,Email,lat,lng
149,GBFB Finder,Common Ground Café,125 Winter Street,Haverhill,1830,1830,M-F: 9am-5pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""09:00""
""end"" : ""17:00""",,,603-978-2525,,42.777725,-71.081991
150,GBFB Member Agency,My Brother's Keeper - Food Pantry,PO Box 338,Easton,2356,2356,M-F: 9am-5pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""09:00""
""end"" : ""17:00""",,http://www.mybrotherskeeper.org/missions-and-programs/food/,508-238-7512,info@mybrotherskeeper.org,41.724548,-71.12365
151,GBFB Member Agency,Saint Vincent de Paul/Whitman Food Pantry,105 Pleasant St.,East Bridgewater,2333,2333,M-F: 9am-5pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""09:00""
""end"" : ""17:00""",,,508-378-2874,,42.03467,-70.97618
152,GBFB Member Agency,Ester R. Sanger Center for Compassion Quincy Crisis Center Pantry,282 Billings Rd.,Quincy,2170,2170,M-F: 9am-5pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""09:00""
""end"" : ""17:00""",,http://www.sangercenter.org/,617-847-6967,,42.276684,-71.015694
153,GBFB Member Agency,Kit Clark Senior Services Pantry,1500 Dorchester Ave.,Dorchester,2122,2122,M-F: 9am-4pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""09:00""
""end"" : ""16:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""16:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""16:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""16:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""09:00""
""end"" : ""16:00""",,,617-825-5000,,42.299636,-71.06029
154,GBFB Finder,Maynard Food Pantry,12 Bancroft Street,Maynard,1754,1754,Mon: 10am-12am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""10:00""
""end"" : ""12:00""",,,978-897-8340,,42.428448,-71.450836
155,GBFB Finder,Open Table Food Pantry/Maynard,"146 Main Street, Bld. 8",Maynard,1754,1754,Mon: 4:30pm-7pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""16:30""
""end"" : ""19:00""",,,978-369-2275,,42.42981,-71.456711
156,GBFB Member Agency,Lower Cape Outreach Council - Drop off box,"Drop off box at Shaws, 9 West Rd.",Orleans,2653,2653,"M-Sat: 6am-11pm, Sun: 6am-10pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""06:00""
""end"" : ""23:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""06:00""
""end"" : ""23:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""06:00""
""end"" : ""23:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""06:00""
""end"" : ""23:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""06:00""
""end"" : ""23:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""06:00""
""end"" : ""23:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""06:00""
""end"" : ""22:00""",,http://lcoutreach.org/food.htm,508-240-0694,,41.78099,-70.000533
157,GBFB Member Agency,Lower Cape Outreach Council - Drop off box,"Drop off box at Stop & Shop, 24 Route 6a",Orleans,2653,2653,"M-Sat: 6am-Midnight, Sun: 7am-10pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""06:00""
""end"" : ""24:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""06:00""
""end"" : ""24:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""06:00""
""end"" : ""24:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""06:00""
""end"" : ""24:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""06:00""
""end"" : ""24:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""06:00""
""end"" : ""24:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""07:00""
""end"" : ""22:00""",,http://lcoutreach.org/food.htm,508-240-0694,,42.32428,-71.058716
158,GBFB Finder,Women's Lunch Place,67 Newbury Street,Boston,2116,2116,M-Sat: 7am-2pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""07:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""07:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""07:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""07:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""07:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""07:00""
""end"" : ""14:00""",,,617-267-1722,,42.35183,-71.074362
159,GBFB Member Agency,Food for Free,11 Inman St.,Cambridge,2139,2139,M-Sat: 9am-5pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:00""
""end"" : ""17:00""",,http://www.foodforfree.org/,617-868-2900,,42.367367,-71.105171
160,GBFB Finder,Pine Street Inn/Meals,444 Harrison Avenue,Boston,2118,2118,M-Sun: 6am-6pm,"""repeats"" : ""Daily"",
""repeatsEvery"" : ""1"",
""startsOn"" : ""06/01/2013""
""start"": ""06:00""
""end"" : ""18:00""",,,617-892-9105,,42.342999,-71.064895
161,GBFB Member Agency,Lower Cape Outreach Council - Drop off box,"Drop off box at Stop & Shop, 56 Shank Painter Rd,",Provincetown,2657,2657,M-Sun: 6am-9pm,"""repeats"" : ""Daily"",
""repeatsEvery"" : ""1"",
""startsOn"" : ""06/01/2013""
""start"": ""06:00""
""end"" : ""21:00""",,http://lcoutreach.org/food.htm,508-240-0694,,42.050583,-70.196106
162,CofBoston,St. Francis House,39 Boylston St.,Boston,2112,2112,"M-Sun: 7:30am-9am, 11:30am-1pm","""repeats"" : ""Daily"",
""repeatsEvery"" : ""1"",
""startsOn"" : ""06/01/2013""
""start"": ""07:30""
""end"" : ""09:00""
""repeats"" : ""Daily"",
""repeatsEvery"" : ""1"",
""startsOn"" : ""06/01/2013""
""start"": ""11:30""
""end"" : ""13:00""",,http://www.gbfb.org/need-food/index.php,617-542-4211,,42.352365,-71.063677
163,GBFB Member Agency,New England Center for Homeless Veterans,17 Court St.,Boston,2108,2108,M-Sun: 9am-5pm,"""repeats"" : ""Daily"",
""repeatsEvery"" : ""1"",
""startsOn"" : ""06/01/2013""
""start"": ""09:00""
""end"" : ""17:00""",,http://www.nechv.org/,617-371-1800,info@nechv.org,42.358963,-71.05834
164,GBFB Member Agency,Catholic Charities Lowell Food Pantry,70 Lawrence St.,Lowell,1852,1852,M-T: 10am-3:45pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""10:00""
""end"" : ""15:45""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""15:45""",,http://www.ccab.org/lowell-food-pantry.html,978-454-9946,,42.640716,-71.304344
165,GBFB Member Agency,Salvation Army Hyannis Pantry,100 Main St.,Hyannis,2601,2601,M-Thu: 10-12,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""10:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""10:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""10:00""
""end"" : ""12:00""",,,508-775-0364,,41.655879,-70.274977
166,GBFB Member Agency,Lower Cape Outreach Council - Drop off box,"Drop off box at Cape Code 5, 2745 Main St.",Brewster,2631,2631,"M-Thu: 8:30am-4:30pm, F: 8:30-6pm, Sat: 8:30-12pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""08:30""
""end"" : ""18:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:30""
""end"" : ""12:00""",,http://lcoutreach.org/food.htm,508-240-0694,,41.769302,-70.05603
167,GBFB Member Agency,Lower Cape Outreach Council - Drop off box,"Drop off box at Cape Cod 5, 97 Cranberry Highway",Orleans,2653,2653,"M-Thu: 8:30am-4:30pm, F: 8:30-7, Sat: 8:30-3pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""08:30""
""end"" : ""19:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:30""
""end"" : ""15:00""",,http://lcoutreach.org/food.htm,508-240-0694,,41.940738,-71.281366
168,GBFB Member Agency,"Veteran's Association of Bristol County, Inc.",755 Pine St.,Fall River,2720,2720,"M-Thu: 8:30am-4:30pm, F: 8:30am-1pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""08:30""
""end"" : ""16:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""08:30""
""end"" : ""13:00""",,http://www.facebook.com/pages/Veterans-Association-of-Bristol-County/110538169008314,508-679-9277,,41.702694,-71.14534
169,GBFB Member Agency,BAMSI - H.I.V. Case Management Program,10 Christy's Drive,Brockton,2301,2301,"M-Thu: 8am-5pm, F: 8am-4:30pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""08:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""08:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""08:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""08:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""08:00""
""end"" : ""16:30""",,http://www.bamsi.org/services/hiv-services/case-management/,508-580-8700,,42.088018,-71.055391
170,GBFB Member Agency,International Ministry Food Pantry,9 Cummings St.,Somerville,2145,2145,M-Thu: 9:30-12:30,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""09:30""
""end"" : ""12:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:30""
""end"" : ""12:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:30""
""end"" : ""12:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:30""
""end"" : ""12:30""",,,617-625-1692,,42.39463,-71.08419
171,GBFB Member Agency,Lower Cape Outreach Council - Drop off box,"Drop off box at TD Bank, 40 Main St.",Orleans,2653,2653,"M-W: 8am-6pm, Thu-F: 8-8, Sat: 8-3, Sun: 11-4","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""08:00""
""end"" : ""18:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""08:00""
""end"" : ""18:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""08:00""
""end"" : ""18:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""08:00""
""end"" : ""20:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""08:00""
""end"" : ""20:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:00""
""end"" : ""15:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""11:00""
""end"" : ""16:00""",,http://lcoutreach.org/food.htm,508-240-0694,,41.787872,-69.990776
172,GBFB Finder,JF&CS Family Table,1430 Main Street,Waltham,2451,2451,"S: 8:30am-2pm, M-F: 9am-5pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""09:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:30""
""end"" : ""14:00""",,,781-647-5327,,42.376745,-71.269965
173,GBFB Member Agency,Milton Community Food Pantry,158 Blue Hills Parkway,Milton,2186,2186,Sat mornings,,,,617-696-0221,,42.377937,-71.119705
174,CofBoston,Church of the Covenant,67 Newbury St,Boston,2116,2116,"Sat, Sun: 10am-12am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""10:00""
""end"" : ""12:00""",,http://www.gbfb.org/need-food/index.php,617-266-7480,,42.35183,-71.074362
175,GBFB Finder,My Brother's Table,98 Willow Street,Lynn,1901,1901,"Sat, Sun: 2:30pm-4:15pm. M-F: 11:45am-12:30pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""11:45""
""end"" : ""12:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""11:45""
""end"" : ""12:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""11:45""
""end"" : ""12:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""11:45""
""end"" : ""12:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""11:45""
""end"" : ""12:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""14:30""
""end"" : ""16:15""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""14:30""
""end"" : ""16:15""",,,781-595-3224,,42.464789,-70.946579
176,CofBoston,Grant Manor,1860 Washington St,South End,21178,21178,Sat. 10:30 - 12:00,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:30""
""end"" : ""12:00""",,http://www.fairfoods.org/dollarbag.html,617-445-0077,,42.335121,-71.398674
177,GBFB Member Agency,"Food for the World, Inc. Spanish Free Methodist Church Pantry",8 North St.,Salem,1970,1970,Sat. 10-12 (except 1st Sat of mo.),,,,978-683-9949,,42.52197,-70.898624
178,CofBoston,St. Paul R.C. Church Dollar-A-Bag,29 Mt. Auburn St. ,Cambridge,2138,2138,Sat. 11:00-12:00,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""11:00""
""end"" : ""12:00""",,,617-491-8400,,42.370839,-70.05603
